Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/create_family/,22,0,72,78.95339545434994,33.763099998395774,193.22529999953986,36.0,0.03668118479809405,0.0,72,97,100,100,110,130,190,190,190,190,190
GET,/process_family/005b6027-29da-4f49-839c-99bcb1e26739/,6,0,6,5.857416666610031,5.696300000636256,6.045100000847015,4809.0,0.010003959490389286,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/process_family/008530a0-04cd-44e7-b180-4502694fe6ec/,2,0,103.76989999895159,104.10329999922396,103.76989999895159,104.43669999949634,15058.0,0.0033346531634630954,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/process_family/00856f7b-6951-4416-9c19-0cf036fce1a1/,4,0,48,53.094449999662174,47.22100000071805,59.02009999954316,10675.0,0.006669306326926191,0.0,58,58,59,59,59,59,59,59,59,59,59
GET,/process_family/00be596e-fc9c-41eb-84e0-6edeb570fc92/,6,0,55,65.80466666643285,42.81939999964379,115.01700000007986,9032.0,0.010003959490389286,0.0,63,63,73,73,120,120,120,120,120,120,120
GET,/process_family/00c71b78-f41b-41e3-b5cb-0823ffc953bc/,4,0,4,14.273799999500625,3.5066999989794567,27.820400000564405,4454.0,0.006669306326926191,0.0,22,22,28,28,28,28,28,28,28,28,28
GET,/process_family/00c99b43-3a32-41b0-950f-2919d04d0925/,1,0,10.597799999231938,10.597799999231938,10.597799999231938,10.597799999231938,5088.0,0.0016673265817315477,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/process_family/01158311-5f99-4876-9f92-5e77f34ad6f0/,1,0,94.79210000063176,94.79210000063176,94.79210000063176,94.79210000063176,13773.0,0.0016673265817315477,0.0,95,95,95,95,95,95,95,95,95,95,95
GET,/process_family/01c8f3e6-0444-456e-80a4-d264f43e6262/,1,0,90.22860000004584,90.22860000004584,90.22860000004584,90.22860000004584,12746.0,0.0016673265817315477,0.0,90,90,90,90,90,90,90,90,90,90,90
GET,/process_family/01f9cc97-6789-476d-892f-3df85bedcaa0/,4,0,20,22.31817499978206,19.173000000591855,28.63679999973101,6397.0,0.006669306326926191,0.0,21,21,29,29,29,29,29,29,29,29,29
GET,/process_family/0214d9ba-9049-4138-ac91-471d0829a6dd/,3,0,33,37.5088666666367,31.49440000015602,47.99309999907564,7841.0,0.005001979745194643,0.0,33,33,48,48,48,48,48,48,48,48,48
GET,/process_family/03283192-c2e3-4636-871a-83d0e10a9e7d/,4,0,53,53.73345000043628,50.00990000007732,57.06500000087544,9808.0,0.006669306326926191,0.0,55,55,57,57,57,57,57,57,57,57,57
GET,/process_family/033f4e8f-cb57-4400-bf39-aaaeedf37cc8/,3,0,29,66.28486666644069,19.98699999967357,149.4129000002431,6184.0,0.005001979745194643,0.0,29,29,150,150,150,150,150,150,150,150,150
GET,/process_family/03462d30-83a0-4d67-aad0-032d058895f1/,5,0,55,95.77780000036,38.597099999606144,215.6873000003543,9149.0,0.008336632908657738,0.0,55,130,130,220,220,220,220,220,220,220,220
GET,/process_family/034c2a6e-b89d-4822-aabd-caf894511d52/,4,0,11,24.496774999988702,10.537500000282307,44.84709999996994,5098.0,0.006669306326926191,0.0,32,32,45,45,45,45,45,45,45,45,45
GET,/process_family/03774daf-d90c-483b-98b9-443fa32edddd/,7,0,50,109.70989999987069,38.52980000010575,303.4498999986681,9134.0,0.011671286072120833,0.0,50,52,250,250,300,300,300,300,300,300,300
